Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2025-01-01,00:00:00,2.5599706536604936,0.2322126951468173,231.65674303811036,22.766584889415707,16.779946554360215,10.301601065329326,27.018241813457024
2025-01-01,01:00:00,5.728928685254539,0.8995745732745685,233.46080867867593,21.602069110997174,0.22835966908147265,25.03715370766883,15.840038655424609
2025-01-01,02:00:00,4.525966679962728,0.3838912213732114,227.12632392622982,17.35950771420735,14.073995592581019,28.064535405824873,5.320391956293151
2025-01-01,03:00:00,3.7926216630837013,0.5435528611139886,231.1975537488802,15.644096112469839,19.40514219452114,5.571992160155569,6.349470534972381
2025-01-01,04:00:00,1.358102522433401,0.9064721109645469,226.81808881789453,22.522957457212,8.75322656296407,11.175267946603975,37.97092424982468
2025-01-01,05:00:00,1.3579698618491145,0.6242379959139921,222.1958777130533,6.262594129160433,4.699468099919056,27.858916863461822,35.184059868470484
2025-01-01,06:00:00,0.819459866925097,0.11689804070836407,238.10345780144132,3.816290730389058,14.097420200867635,1.854253820676679,36.281678416600876
2025-01-01,07:00:00,5.263968801762143,0.9398321236134751,240.0463839566505,7.5087339079193764,16.342562840311704,2.7708158433413557,39.66131103309546
2025-01-01,08:00:00,3.8061325645876485,0.6277080530714179,238.58471038028844,20.275300410104375,10.928606321556947,4.883729676186881,8.332615600340718
2025-01-01,09:00:00,4.394399177878251,0.3349056146570861,233.90482131401717,2.7974161347091164,19.340705505122923,17.856385023806244,14.217573494562469
2025-01-01,10:00:00,0.6132147186269135,0.13927207266338726,231.39357340537688,15.404557206920261,1.033374433159222,4.514168130179924,26.768761196994667
2025-01-01,11:00:00,5.834504186890968,0.794025189270296,245.90000948715476,24.89506287240013,10.095911966090563,29.042291443522004,19.35210159442589
2025-01-01,12:00:00,5.0784345244023195,0.6200727559285135,235.57245355408654,21.68101015826341,14.369078946451001,13.40143581775561,16.73558133513334
